soil_moisture,temperature,humidity,label
99,31.1,77.4,0
95,31.1,77.2,0
93,31.1,77.1,2
96,31.1,76.9,0
86,31.1,76.9,2
82,31.1,76.8,2
2,31.1,76.8,1
3,31.1,76.6,1
6,31.1,76.7,1
9,31.1,76.9,1
12,31.2,76.8,1
15,31.1,76.7,1
18,31.2,76.5,1
21,31.2,76.6,1
24,31.1,76.5,1
27,31.2,76.5,1
30,31.2,76.4,1
12,31.1,76.4,1
13,31.1,76.4,1
14,31.2,76.4,1
15,31.1,76.4,1
16,31.2,76.3,1
17,31.1,76.2,1
18,31.1,76.1,1
19,31.1,76.2,1
20,31.1,76.1,1
21,31.1,76.1,1
22,31.1,76.2,1
23,31.1,76.2,1
24,31.1,76.3,1
25,31.1,76.2,1
26,31.1,76.1,1
27,31.2,76.2,1
28,31.1,76.1,1
24,31.1,76.2,1
25,31.1,76.1,1
26,31.2,76,1
27,31.1,76,1
28,31.2,76,1
29,31.1,76,1
30,31.1,75.9,1
31,31.1,75.9,1
32,31.1,76,1
144,31.1,75.9,0
100,31.1,75.9,1
96,31.2,75.9,0
80,31.2,76.3,2
63,31.2,75.9,1
43,31.2,75.7,1
79,31.2,75.7,1
75,31.2,75.6,1
71,31.2,75.5,1
67,31.2,75.6,1
65,31.2,75.6,1
67,31.2,75.6,1
79,31.3,75.6,1
73,31.2,75.4,1
103,31.2,75.6,0
89,31.2,75.6,2
81,31.2,75.5,2
97,31.2,75.6,0
87,31.2,75.6,2
79,31.2,75.6,1
81,31.5,74.1,2
85,31.5,74.3,2
88,31.5,74.4,2
91,31.5,74.5,2
95,31.5,74.7,1
91,31.5,74.3,2
90,31.5,74.3,2
87,31.5,73.9,2
86,31.6,73.6,2
84,31.6,73.5,2
83,31.6,73.4,2
82,31.6,73.4,2
87,31.6,73.3,2
91,31.6,73.3,2
93,31.6,73.1,2
95,31.5,73.2,1
91,31.5,73.3,2
90,31.5,73.4,2
88,31.5,73.5,2
87,31.5,73.8,2
86,31.5,73.7,2
85,31.5,73.6,2
83,31.5,73.6,2
82,31.5,73.6,2
89,31.5,74.3,2
91,31.5,74.5,2
93,31.5,74.5,2
92,31.5,74.4,2
90,31.6,74.3,2
89,31.6,74.2,2
87,31.6,73.6,2
85,31.5,73.2,2
84,31.5,73.5,2
83,31.5,73.6,2
80,31.5,73.6,1
88,31.5,73.7,2
91,31.5,73.8,2
92,31.5,73.7,2
95,31.5,73.6,0
91,31.5,72.9,2
90,31.5,73,2
88,31.5,72.9,2
86,31.5,72.9,2
85,31.5,72.8,2
83,31.5,72.5,2
82,31.5,72.5,2
86,31.5,72.5,2
92,31.5,72.5,2
93,31.5,72.6,2
92,31.5,72.7,2
90,31.4,72.8,2
88,31.4,72.8,2
88,31.4,72.8,2
87,31.5,72.8,2
86,31.5,73,2
84,31.5,73,2
83,31.5,72.9,2
80,31.6,72.9,1
88,31.6,72.9,2
91,31.5,73.1,2
93,31.5,73.1,2
94,31.5,73,2
91,31.5,72.8,2
90,31.6,73,2
88,31.6,73.2,2
87,31.6,73.2,2
85,31.6,73.1,2
84,31.6,73.1,2
82,31.6,73.2,2
81,31.6,73.3,2
88,31.6,73.3,2
95,31.6,73.1,0
94,31.6,73.1,2
94,31.6,73.1,2
91,31.6,73.3,2
89,31.6,73.2,2
88,31.6,73.2,2
86,31.6,73.5,2
85,31.6,73.4,2
83,31.5,72.5,2
82,31.5,72.1,2
80,31.5,72.3,1
90,31.5,72.4,2
92,31.5,72.3,2
93,31.5,72.3,2
95,31.5,72.3,0
90,31.6,72.4,2
88,31.6,72.4,2
87,31.6,72.2,2
86,31.6,72.1,2
85,31.7,72,2
84,31.7,71.9,2
82,31.7,71.8,2
81,31.8,71.8,2
89,31.8,71.8,2
92,31.8,71.8,2
93,31.8,71.9,2
95,31.8,71.9,0
90,31.8,71.7,2
88,31.8,71.3,2
87,31.9,70.9,2
86,31.9,71.1,2
84,31.9,71.3,2
83,31.9,71.6,2
81,31.9,71.4,2
82,31.9,71.3,2
90,32,71.2,2
92,31.9,70.4,2
93,31.9,70.5,2
91,31.9,70.6,2
90,31.9,70.7,2
88,31.9,70.4,2
87,32,70.4,2
86,32,70.8,2
85,31.9,70.6,2
83,31.9,70.6,2
82,31.9,70.5,2
80,31.9,70.6,1
90,31.9,70.2,2
92,31.9,70.1,2
96,31.8,70.5,0
90,31.8,70.5,2
89,31.8,70.5,2
88,31.8,70.4,2
87,31.8,70.4,2
85,31.8,70.4,2
83,31.8,70.5,2
79,31.8,70.6,1
81,31.8,70.5,2
87,31.9,70.6,2
91,31.9,70.6,2
93,31.9,70.6,2
94,31.9,70.4,2
91,31.9,70.4,2
90,31.9,70.2,2
88,31.9,70.2,2
86,31.9,70,2
86,31.9,70,2
84,31.9,70,2
82,31.8,70.2,2
84,31.8,70.5,2
90,31.8,70.5,2
91,31.8,70.4,2
96,31.8,70.5,0
90,31.9,70.5,2
90,31.9,70.5,2
88,31.9,70.4,2
86,31.9,70.4,2
85,31.9,70.5,2
83,32,70.7,2
82,32,70.8,2
80,32,70.7,1
89,32,70.7,2
91,31.9,70.2,2
93,31.9,70.1,2
94,31.8,70.5,2
90,31.8,70.9,2
88,31.8,71,2
88,31.8,71.4,2
86,31.7,71.5,2
85,31.7,71.6,2
84,31.7,71.1,2
82,31.7,70.6,2
80,31.7,70.6,1
90,31.7,70.8,2
92,31.7,70.9,2
94,31.6,70.9,2
90,31.6,71,2
88,31.6,71.1,2
88,31.6,70.8,2
86,31.6,70.5,2
85,31.6,70.4,2
83,31.6,70.3,2
82,31.6,70.3,2
83,31.5,70.6,2
90,31.5,70.3,2
92,31.4,70.2,2
94,31.4,70.5,2
96,31.3,70.7,0
90,31.2,71.1,2
88,31.2,71.5,2
87,31.2,72,2
85,31.1,72.2,2
84,31.1,72.2,2
82,31.1,72.1,2
88,31.1,72,2
91,31.2,71.9,2
93,31.2,72,2
94,31.2,72.1,2
95,31.2,72.2,0
88,31.2,72.2,2
87,31.2,72.2,2
87,31.2,72.2,2
85,31.2,72.2,2
84,31.3,72.3,2
83,31.3,72.3,2
81,31.3,72.3,2
88,31.3,72.4,2
90,31.3,72.5,2
93,31.3,72.6,2
94,31.3,72.7,2
90,31.3,72.5,2
89,31.3,72.5,2
87,31.3,72.5,2
85,31.3,72.1,2
83,31.3,72.1,2
81,31.3,72.2,2
80,31.3,72.4,1
90,31.2,72.2,2
91,31.2,72.2,2
93,31.2,72.3,2
94,31.2,72.3,2
90,31.2,72.4,2
89,31.2,72.3,2
87,31.3,72.4,2
86,31.3,72.6,2
85,31.3,72.8,2
83,31.3,72.8,2
82,31.3,72.7,2
84,31.3,72.7,2
90,31.3,72.5,2
92,31.3,72.1,2
94,31.2,72.1,2
90,31.2,71.9,2
88,31.2,72.1,2
87,31.2,72.3,2
87,31.3,72.3,2
85,31.3,72,2
84,31.2,71.8,2
82,31.1,72,2
80,31,72.4,1
90,31,72.4,2
93,31,72.6,2
95,31,72.8,0
90,31,72.8,2
89,31,72.9,2
87,31,72.8,2
85,31.1,72.6,2
85,31.1,72.7,2
83,31.1,72.6,2
82,31.1,72.8,2
81,31.2,72.8,2
88,31.2,72.8,2
91,31.2,72.8,2
92,31.2,72.9,2
94,31.2,73.1,2
90,31.2,73.1,2
88,31.2,72.7,2
86,31.2,72.5,2
85,31.2,72.6,2
84,31.2,72.3,2
83,31.3,72.5,2
80,31.3,72.7,1
90,31.3,72.8,2
92,31.3,72.4,2
94,31.3,72.4,2
92,31.3,72.6,2
90,31.4,72.4,2
86,31.4,72.1,2
85,31.4,72.3,2
83,31.4,72.1,2
82,31.4,71.9,2
81,31.4,71.7,2
88,31.5,71.7,2
91,31.5,71.9,2
92,31.5,71.5,2
94,31.5,71.5,2
90,31.5,71.4,2
88,31.5,71.5,2
86,31.5,71.5,2
85,31.5,71.2,2
83,31.4,71.3,2
82,31.4,71.4,2
84,31.3,71.6,2
90,31.3,71.6,2
92,31.3,71.8,2
93,31.3,71.8,2
90,31.3,72.1,2
88,31.4,71.9,2
87,31.4,71.9,2
86,31.4,72.2,2
85,31.4,72.5,2
83,31.4,72.7,2
82,31.4,72.6,2
81,31.4,72.1,2
88,31.4,72,2
91,31.4,71.8,2
93,31.4,71.9,2
94,31.4,71.9,2
90,31.4,71.9,2
88,31.4,72,2
87,31.4,72,2
86,31.5,72.2,2
85,31.5,72.3,2
83,31.5,72.1,2
81,31.5,71.9,2
80,31.5,71.8,1
90,31.5,71.7,2
92,31.5,71.6,2
92,31.5,71.7,2
95,31.5,71.9,0
89,31.5,71.9,2
88,31.6,72,2
86,31.5,71.7,2
85,31.6,71.8,2
83,31.6,71.7,2
81,31.6,71.7,2
84,31.7,71.7,2
90,31.7,71.7,2
92,31.6,71.8,2
94,31.6,71.7,2
95,31.6,71.6,0
90,31.6,71.4,2
88,31.6,71.4,2
86,31.6,71.6,2
86,31.6,71.7,2
85,31.6,71.4,2
82,31.6,71.4,2
82,31.6,71.5,2
88,31.6,71.8,2
90,31.6,71.9,2
93,31.6,72.4,2
94,31.5,72.5,2
90,31.5,71.9,2
88,31.5,71.9,2
86,31.5,72,2
85,31.5,72.1,2
83,31.5,72.3,2
82,31.5,71.8,2
81,31.4,71.6,2
87,31.4,71.7,2
91,31.4,71.8,2
92,31.4,72,2
94,31.3,72.1,2
90,31.4,72.5,2
88,31.3,72.5,2
87,31.3,72.4,2
85,31.3,71.6,2
85,31.3,71.3,2
83,31.3,71.2,2
82,31.3,71.2,2
84,31.3,71.1,2
90,31.3,71.1,2
91,31.3,71.1,2
93,31.3,71.3,2
91,31.3,71.3,2
88,31.3,71.4,2
87,31.3,71.1,2
86,31.3,71.4,2
84,31.3,71.4,2
84,31.3,71.6,2
82,31.3,71.7,2
86,31.3,71.6,2
90,31.3,71.1,2
92,31.3,71.2,2
93,31.2,71.5,2
90,31.2,71.6,2
88,31.2,71.6,2
87,31.2,71.5,2
85,31.2,71.3,2
85,31.1,71.4,2
83,31.1,71.5,2
81,31.1,71.5,2
88,31.2,71.5,2
90,31.2,71.5,2
93,31.2,71.7,2
94,31.2,71.6,2
89,31.1,71.8,2
87,31.2,71.8,2
86,31.2,71.9,2
84,31.2,72,2
83,31.2,72,2
81,31.2,71.9,2
87,31.2,71.8,2
90,31.2,71.7,2
92,31.2,71.7,2
94,31.2,71.9,2
91,31.2,72.2,2
89,31.3,72,2
87,31.3,71.8,2
86,31.3,71.8,2
84,31.3,71.4,2
83,31.3,71.5,2
81,31.3,71.4,2
80,31.2,71.4,1
88,31.2,71.7,2
91,31.2,71.9,2
93,31.2,71.9,2
94,31.2,71.9,2
90,31.2,71.9,2
88,31.2,71.8,2
87,31.3,71.9,2
85,31.3,72.2,2
84,31.3,72.3,2
82,31.3,72.1,2
80,31.3,72.1,1
90,31.3,72.1,2
91,31.3,72,2
93,31.3,72,2
94,31.4,72.2,2
90,31.4,72.2,2
87,31.4,72,2
86,31.4,72,2
84,31.4,71.9,2
83,31.4,72,2
81,31.4,72,2
80,31.4,71.8,1
88,31.4,71.6,2
91,31.4,71.8,2
93,31.4,71.9,2
94,31.4,72.2,2
90,31.4,72.3,2
87,31.5,72.1,2
86,31.5,72,2
84,31.4,71.8,2
83,31.5,71.6,2
81,31.5,71.7,2
88,31.5,71.6,2
91,31.5,71.7,2
93,31.5,71.8,2
95,31.5,71.7,0
88,31.4,71.6,2
87,31.4,71.5,2
85,31.4,71.6,2
84,31.4,71.5,2
82,31.4,71.4,2
80,31.4,71.4,1
88,31.4,71.4,2
91,31.4,71.3,2
93,31.4,71.3,2
90,31.4,71.4,2
88,31.4,71.6,2
87,31.4,71.6,2
85,31.4,71.5,2
83,31.4,71.6,2
82,31.4,71.4,2
81,31.4,71.5,2
88,31.4,71.7,2
91,31.4,71.7,2
92,31.4,71.7,2
94,31.4,71.6,2
90,31.3,71.6,2
88,31.3,71.7,2
87,31.4,71.6,2
85,31.4,71.6,2
83,31.4,71.6,2
82,31.4,71.7,2
91,31.4,71.2,2
93,31.4,71.2,2
95,31.4,71.2,0
88,31.5,71.2,2
87,31.5,71.3,2
86,31.5,71.5,2
85,31.5,71.6,2
83,31.5,71.6,2
82,31.5,71.6,2
87,31.6,71.6,2
91,31.6,71.5,2
92,31.6,71.7,2
93,31.6,71.8,2
91,31.6,71.8,2
88,31.6,71.7,2
87,31.6,71.7,2
85,31.5,71.7,2
84,31.5,71.8,2
82,31.5,71.9,2
81,31.5,71.9,2
87,31.5,72,2
90,31.5,72.1,2
92,31.5,72.1,2
94,31.5,72.1,2
90,31.5,72.3,2
87,31.6,72.2,2
52,29,85.6,1
67,29.1,85.5,1
75,29.1,85.1,1
80,29.1,84.6,1
84,29.2,84.5,2
88,29.2,84.6,2
90,29.2,84.5,2
90,29.3,84.3,2
90,29.3,84.3,2
89,29.4,83.5,2
90,29.4,83.2,2
89,29.4,83.2,2
86,29.5,83.2,2
80,29.6,83.1,1
89,29.6,83,2
93,29.7,82.3,2
88,29.8,82.1,2
82,29.9,82,2
84,29.9,81.8,2
88,30.1,81.5,2
93,30.2,81.2,2
89,30.3,80.5,2
83,30.5,79.7,2
80,30.6,79,1
86,30.8,78.7,2
90,30.9,78,2
95,31.1,76.9,0
86,31.2,75.4,2
80,31.3,75.2,1
90,31.5,75,2
96,31.7,74.2,0
86,32,73.5,2
83,32.2,73.1,2
91,32.4,72.5,2
90,32.6,71.6,2
85,32.9,71,2
85,33.1,70.3,2
89,33.4,69.8,2
94,33.6,67.7,2
87,33.7,67.1,2
80,33.9,66.8,1
90,34.1,66.3,2
95,34.4,65.1,0
86,34.6,64.8,2
84,34.8,64.2,2
91,35.1,63.8,2
88,35.3,63.2,2
87,35.6,61.4,2
93,35.7,60.9,2
87,35.9,60.7,2
82,36.1,60.4,2
86,36.2,60.1,2
94,36.4,59.6,2
88,36.7,59,2
82,36.9,58.6,2
87,37.2,57.8,2
92,37.4,57,2
87,37.4,56.7,2
80,37.5,56.6,1
92,37.6,56.6,2
90,37.6,56.1,2
83,37.8,56.1,2
84,37.9,55.4,2
90,38,55.2,2
90,38.1,55.1,2
82,38.3,55,2
81,38.4,54.5,2
88,38.5,54.3,2
94,38.7,54.2,2
85,38.8,53.8,2
86,38.9,53.4,2
93,39,53,2
88,39.1,52.5,2
83,39.1,52,2
86,39.1,52,2
93,39.1,52.1,2
84,39.1,52.2,2
86,39.2,51.9,2
93,39.2,51.9,2
86,39.3,51.9,2
83,39.3,52,2
91,39.3,51.7,2
95,39.1,51.7,0
85,38.8,51.9,2
86,38.5,52.5,2
93,38.3,53.1,2
87,38,53.8,2
81,37.8,54.3,2
88,37.4,55,2
96,37,56.1,0
80,36.9,56.7,1
92,36.8,57,2
86,36.6,57.5,2
86,36.4,57.8,2
93,36.2,58.7,2
86,35.9,59.3,2
85,35.6,59.5,2
93,35.3,60.2,2
90,35,60.8,2
83,34.8,61.6,2
84,34.5,62.4,2
94,34.3,62.9,2
83,34,63.7,2
84,33.8,64.7,2
93,33.6,65.3,2
84,33.4,65.6,2
86,33.2,66.1,2
94,33,67.1,2
86,32.9,67.6,2
79,32.7,68.2,1
91,32.6,68.7,2
87,32.4,69.2,2
85,32.2,69.9,2
94,32.1,70.3,2
86,31.9,70.5,2
87,31.7,71.2,2
94,31.6,71.6,2
84,31.5,72.1,2
85,31.5,72.2,2
94,31.4,72.2,2
84,31.3,72.4,2
84,31.3,72.7,2
92,31.3,72.8,2
86,31.1,73.2,2
84,31.2,73.2,2
93,31.4,73.1,2
85,31.6,72.8,2
85,31.9,72.1,2
94,32.2,70.8,2
86,32.4,70,2
84,32.6,69.3,2
92,32.9,68.7,2
87,33.3,67.9,2
84,33.6,66.7,2
91,34,65.6,2
87,34.3,64.8,2
81,34.7,63.9,2
88,35.1,62.6,2
93,35.5,61.7,2
89,35.7,60.9,2
81,36,60,2
89,36.3,59.2,2
95,36.6,58.3,0
84,36.7,57.9,2
87,36.8,57.7,2
93,36.9,58,2
93,36.7,57.8,2
84,36.5,58,2
90,36.8,57.5,2
94,36.9,57.5,2
93,36.8,57.5,2
94,36.5,57.8,2
82,36.6,58,2
92,36.5,58.1,2
94,36.3,58.6,2
83,36.2,59,2
86,36,59.3,2
94,35.8,59.7,2
95,35.5,60.2,0
81,35.6,60.4,2
89,35.7,60,2
94,35.8,60.1,2
88,36.1,59.7,2
88,36,59.7,2
92,35.9,59.5,2
94,35.9,59.6,2
86,35.8,60,2
86,35.6,60.5,2
94,35.4,61,2
84,35.2,61.5,2
84,35,62,2
93,34.7,62.2,2
94,34.8,62.3,2
83,34.9,61.9,2
93,35,61.2,2
94,35.1,61.4,2
94,nan,nan,2
94,35.4,60.2,2
95,35.4,60.5,0
81,35.4,60.4,2
89,35.4,60.9,2
92,35.4,61,2
81,35.3,61.3,0
74,35.3,61,2
71,35.1,61.4,2
67,35,61.5,2
63,34.9,61.7,2
58,34.8,62,1
67,34.6,62.4,2
76,34.5,62.9,2
73,34.2,63.6,2
66,34.1,63.9,2
63,34,64.3,2
65,33.8,64.4,2
76,33.7,64.9,2
68,33.5,65.5,2
62,33.4,66,2
77,33.3,66.5,2
71,33.2,66.8,2
68,33.1,67.1,2
60,33,67.6,1
71,32.9,67.9,2
75,32.8,68.2,2
66,32.8,68.6,2
65,32.7,69.2,2
74,32.6,69.6,2
75,32.5,69.8,2
65,32.4,70.2,2
63,32.3,70.5,2
65,32.1,70.6,2
78,32,70.9,2
73,31.9,71.2,2
69,31.9,71.6,2
67,31.8,72.2,2
75,31.7,72.4,2
72,31.7,72.4,2
65,31.6,72.4,2
63,31.5,72.5,2
64,31.4,72.8,2
81,31.3,73.2,0
70,31.3,73.3,2
61,31.2,73.4,2
62,31.2,73.5,2
75,31.2,73.7,2
72,31.1,73.8,2
65,31.1,74,2
63,31,73.9,2
63,31,74,2
76,31,74.1,2
62,31,74.4,2
65,31,74.5,2
80,31,74.4,0
68,31,74.4,2
64,31,74.4,2
67,31,74.5,2
73,31,74.5,2
66,31,74.5,2
63,31,74.5,2
75,31,74.6,2
73,31,74.7,2
64,31,74.8,2
71,31,75,2
81,31,74.9,0
68,31,74.9,2
60,31,74.6,1
74,31.1,74.6,2
69,31.1,74.7,2
63,31.1,74.8,2
62,31.1,75,2
74,31.1,75.1,2
67,31.1,74.8,2
63,31.1,74.8,2
71,31.1,74.8,2
65,31.1,74.9,2
76,31.1,74.3,2
77,31,74.4,2
66,31,74.5,2
59,31,74.8,1
69,31,74.9,2
71,31,75.1,2
63,31,75,2
71,31,75.1,2
73,31,75.2,2
62,31,75.3,2
65,31,75.3,2
69,31,75.3,2
62,31,75.3,2
67,31,75.5,2
73,31,75.7,2
62,31,75.7,2
69,31,75.8,2
74,30.9,76,2
65,30.9,75.9,2
80,30.9,76.3,0
64,30.9,76.4,2
70,30.9,76.4,2
69,30.9,76.3,2
54,30.9,76.3,1
73,30.9,76.4,2
73,30.9,76.6,2
60,30.9,76.5,1
75,30.9,76,2
71,30.9,75.7,2
68,30.9,75.7,2
80,30.9,75.5,0
67,30.9,75.5,2
68,30.8,75.4,2
76,30.8,75.4,2
70,30.8,75.4,2
58,30.8,75.5,1
70,30.8,75.6,2
74,30.8,75.7,2
62,30.8,75.9,2
66,30.8,76,2
80,30.8,76,0
63,30.8,76.1,2
66,30.8,76.1,2
76,30.8,76.3,2
66,30.8,76,2
61,30.8,75.5,2
67,30.8,75.4,2
64,30.7,75.6,2
70,30.8,75.7,2
81,30.8,76,0
64,30.8,75.9,2
64,30.8,75.8,2
56,30.8,75.9,1
51,30.9,75.8,1
42,30.9,75.7,1
49,30.9,75.7,1
35,30.9,75.9,1
41,30.9,75.8,1
39,30.9,76.1,1
42,30.9,76.1,1
38,30.9,75.9,1
44,31,75.7,1
32,31,75.8,1
40,31,75.8,1
46,31,75.8,1
36,31.1,75.8,1
35,31.1,75.8,1
31,31.1,75.7,1
48,31.2,75.7,1
35,31.2,75.6,1
47,31.2,75.6,1
45,31.2,75.6,1
49,31.3,75.5,1
44,31.3,75.5,1
47,31.3,75.8,1
44,31.3,75.8,1
43,31.3,75.9,1
36,31.3,75.6,1
27,31.4,75.6,1
37,31.4,75.6,1
42,31.4,75.6,1
45,31.4,75.8,1
