soil_moisture,temperature,humidity,label
21,31.2,76.6,1
24,31.1,76.5,1
27,31.2,76.5,1
30,31.2,76.4,1
12,31.1,76.4,1
13,31.1,76.4,1
14,31.2,76.4,1
15,31.1,76.4,1
16,31.2,76.3,1
17,31.1,76.2,1
18,31.1,76.1,1
19,31.1,76.2,1
20,31.1,76.1,1
21,31.1,76.1,1
22,31.1,76.2,1
23,31.1,76.2,1
24,31.1,76.3,1
25,31.1,76.2,1
26,31.1,76.1,1
27,31.2,76.2,1
28,31.1,76.1,1
24,31.1,76.2,1
25,31.1,76.1,1
26,31.2,76.0,1
27,31.1,76.0,1
28,31.2,76.0,1
29,31.1,76.0,1
30,31.1,75.9,1
31,31.1,75.9,1
32,31.1,76.0,1
144,31.1,75.9,0
100,31.1,75.9,1
96,31.2,75.9,0
63,31.2,75.9,1
43,31.2,75.7,1
79,31.2,75.7,1
75,31.2,75.6,1
71,31.2,75.5,1
67,31.2,75.6,1
65,31.2,75.6,1
67,31.2,75.6,1
79,31.3,75.6,1
73,31.2,75.4,1
103,31.2,75.6,0
97,31.2,75.6,0
79,31.2,75.6,1
95,31.5,74.7,1
95,31.5,73.2,1
80,31.5,73.6,1
95,31.5,73.6,0
80,31.6,72.9,1
95,31.6,73.1,0
80,31.5,72.3,1
95,31.5,72.3,0
95,31.8,71.9,0
80,31.9,70.6,1
96,31.8,70.5,0
79,31.8,70.6,1
96,31.8,70.5,0
80,32.0,70.7,1
80,31.7,70.6,1
96,31.3,70.7,0
95,31.2,72.2,0
80,31.3,72.4,1
80,31.0,72.4,1
95,31.0,72.8,0
80,31.3,72.7,1
80,31.5,71.8,1
95,31.5,71.9,0
95,31.6,71.6,0
80,31.2,71.4,1
80,31.3,72.1,1
80,31.4,71.8,1
95,31.5,71.7,0
80,31.4,71.4,1
95,31.4,71.2,0
52,29.0,85.6,1
67,29.1,85.5,1
75,29.1,85.1,1
80,29.1,84.6,1
80,29.6,83.1,1
80,30.6,79.0,1
95,31.1,76.9,0
80,31.3,75.2,1
96,31.7,74.2,0
80,33.9,66.8,1
95,34.4,65.1,0
80,37.5,56.6,1
95,39.1,51.7,0
96,37.0,56.1,0
80,36.9,56.7,1
79,32.7,68.2,1
95,36.6,58.3,0
95,35.5,60.2,0
95,35.4,60.5,0
81,35.3,61.3,0
58,34.8,62.0,1
60,33.0,67.6,1
81,31.3,73.2,0
80,31.0,74.4,0
81,31.0,74.9,0
60,31.0,74.6,1
59,31.0,74.8,1
80,30.9,76.3,0
54,30.9,76.3,1
60,30.9,76.5,1
80,30.9,75.5,0
58,30.8,75.5,1
80,30.8,76.0,0
81,30.8,76.0,0
56,30.8,75.9,1
51,30.9,75.8,1
42,30.9,75.7,1
49,30.9,75.7,1
35,30.9,75.9,1
41,30.9,75.8,1
39,30.9,76.1,1
42,30.9,76.1,1
38,30.9,75.9,1
44,31.0,75.7,1
32,31.0,75.8,1
40,31.0,75.8,1
46,31.0,75.8,1
36,31.1,75.8,1
35,31.1,75.8,1
31,31.1,75.7,1
48,31.2,75.7,1
35,31.2,75.6,1
47,31.2,75.6,1
45,31.2,75.6,1
49,31.3,75.5,1
44,31.3,75.5,1
47,31.3,75.8,1
44,31.3,75.8,1
43,31.3,75.9,1
36,31.3,75.6,1
27,31.4,75.6,1
37,31.4,75.6,1
42,31.4,75.6,1
45,31.4,75.8,1
48,31.4,75.6,1
56,31.4,75.4,1
54,31.4,75.3,1
54,31.4,75.4,1
80,31.2,75.4,0
60,31.2,75.1,1
80,31.1,75.2,0
59,31.1,75.3,1
60,31.1,75.6,1
80,31.1,75.7,0
80,31.2,75.3,0
82,31.3,75.4,0
59,31.3,75.4,1
58,31.3,75.1,1
56,31.0,74.4,1
83,31.0,74.4,0
58,31.0,74.9,1
84,31.0,75.4,0
83,30.9,74.6,0
58,30.8,74.6,1
59,30.8,74.8,1
80,30.8,74.9,0
56,30.8,73.6,1
60,30.8,74.9,1
84,30.8,75.0,0
60,30.8,74.7,1
56,30.8,74.9,1
81,30.8,74.6,0
80,31.1,73.4,0
82,31.1,74.0,0
55,31.1,73.5,1
80,31.1,73.0,0
60,31.0,73.1,1
81,31.0,72.8,0
80,31.0,72.8,0
60,31.0,73.7,1
80,31.0,73.8,0
58,31.0,73.9,1
80,30.8,74.4,0
59,30.6,74.4,1
60,30.6,74.8,1
82,30.6,74.8,0
60,30.7,74.9,1
84,30.6,74.9,0
56,30.7,75.0,1
81,30.7,75.1,0
80,30.7,75.3,0
83,30.7,75.2,0
53,30.7,75.1,1
82,30.7,75.0,0
58,30.8,75.0,1
80,30.8,74.9,0
80,31.8,74.1,0
59,30.9,74.9,1
80,30.9,74.7,0
48,31.2,71.2,1
61,31.2,71.2,0
57,31.2,71.3,1
63,31.1,71.3,0
65,31.2,71.7,0
60,31.1,72.0,0
61,31.2,71.9,0
49,31.1,71.5,1
62,31.1,71.6,0
60,31.1,72.1,0
62,31.2,72.6,0
50,31.2,72.5,1
65,31.2,72.4,0
62,31.2,72.4,0
48,31.2,72.0,1
50,31.2,72.1,1
64,31.2,71.9,0
60,31.2,72.0,0
63,31.2,72.1,0
60,31.2,72.2,0
63,31.2,72.0,0
49,31.2,72.0,1
61,31.3,72.0,0
62,31.3,72.1,0
62,31.3,72.0,0
49,31.3,72.0,1
60,31.2,71.6,0
61,31.2,71.7,0
49,31.3,72.3,1
69,31.3,71.9,0
61,31.3,71.8,0
61,31.4,70.8,0
47,31.5,71.0,1
49,31.5,70.7,1
66,31.6,70.5,0
49,31.6,70.6,1
66,31.6,70.6,0
63,31.7,70.8,0
49,31.6,70.3,1
60,31.6,70.7,0
61,31.6,70.0,0
63,31.6,70.0,0
47,31.6,71.0,1
60,31.5,71.1,0
50,31.5,70.4,1
68,31.5,70.3,0
60,31.5,70.5,0
60,31.4,70.4,0
36,30.9,72.2,1
61,31.2,71.6,0
67,31.3,71.4,0
62,31.3,71.3,0
49,31.4,71.2,1
49,31.4,70.9,1
61,31.3,71.0,0
61,31.4,71.7,0
63,31.4,71.5,0
49,31.5,70.7,1
60,31.4,70.0,0
62,31.4,70.0,0
50,31.5,70.6,1
61,31.5,70.5,0
63,31.5,70.4,0
48,31.6,70.6,1
61,31.6,69.9,0
63,31.6,70.2,0
49,31.6,70.4,1
60,31.6,70.5,0
61,31.7,70.5,0
49,31.7,70.7,1
61,31.8,69.7,0
50,31.8,69.9,1
61,31.7,69.2,0
48,31.7,69.5,1
61,31.7,70.0,0
49,31.6,70.1,1
60,31.7,70.2,0
50,31.7,70.1,1
65,31.7,70.0,0
62,31.7,70.2,0
64,31.7,70.6,0
49,31.7,70.1,1
60,31.7,70.2,0
63,31.7,69.5,0
61,31.5,69.1,0
63,31.5,68.9,0
49,31.5,69.4,1
62,31.5,69.6,0
61,31.5,69.7,0
49,31.5,69.8,1
61,31.5,70.0,0
48,31.5,69.9,1
61,31.5,69.9,0
49,31.6,70.3,1
60,31.6,70.8,0
48,31.6,70.2,1
60,31.6,70.1,0
49,31.5,70.5,1
60,31.5,70.4,0
64,31.5,70.4,0
62,31.5,70.6,0
48,31.5,70.8,1
60,31.5,71.0,0
62,31.5,70.7,0
63,31.5,70.7,0
61,31.5,71.0,0
63,31.5,70.6,0
60,31.4,71.0,0
63,31.3,70.2,0
49,31.3,70.7,1
61,31.3,70.7,0
49,31.3,70.6,1
62,31.2,70.5,0
60,31.1,70.3,0
61,31.1,70.6,0
60,31.1,70.9,0
60,31.1,70.8,0
69,30.9,71.2,0
65,30.9,71.0,0
60,30.9,71.0,0
63,30.9,69.9,0
48,30.8,70.2,1
60,30.8,70.3,0
62,30.8,70.3,0
49,30.8,70.3,1
60,30.8,70.4,0
63,30.9,70.6,0
49,30.9,70.5,1
60,30.9,70.5,0
63,30.9,70.5,0
49,31.0,70.6,1
60,31.0,70.7,0
62,31.0,71.0,0
50,31.0,71.0,1
63,31.0,70.9,0
60,31.0,71.1,0
50,31.0,71.5,1
60,31.0,71.4,0
61,31.0,71.4,0
45,31.0,71.3,1
49,31.1,71.3,1
61,31.1,71.7,0
49,31.2,71.9,1
62,31.2,71.8,0
50,31.3,71.6,1
48,31.2,71.1,1
63,31.2,71.2,0
49,31.3,71.1,1
64,31.4,71.3,0
60,31.4,71.2,0
49,31.5,70.2,1
66,31.6,70.0,0
61,31.6,70.1,0
49,31.6,70.0,1
50,31.7,69.9,1
63,31.7,70.1,0
60,31.7,70.0,0
51,31.7,70.0,1
81,31.7,69.7,0
59,31.8,70.2,1
0,31.8,69.8,1
0,31.8,69.8,1
81,31.7,69.9,0
59,31.6,69.6,1
80,31.5,69.7,0
60,31.9,68.5,1
80,31.9,69.5,0
60,31.5,69.4,1
80,31.4,70.7,0
60,31.4,71.2,1
80,31.4,70.9,0
60,31.3,71.5,1
80,31.3,71.5,0
65,30.9,75.3,0
49,30.9,74.7,1
49,30.9,74.4,1
42,30.9,74.4,1
60,31.0,74.7,0
42,31.0,75.7,1
50,31.0,75.9,1
48,30.9,74.2,1
61,30.9,74.0,0
49,30.9,74.1,1
63,30.9,74.0,0
63,30.8,73.9,0
50,30.8,74.1,1
47,30.8,74.5,1
46,30.7,74.6,1
60,30.7,74.4,0
50,30.7,74.4,1
49,30.7,74.4,1
50,30.7,74.6,1
61,30.7,74.7,0
50,30.7,74.7,1
67,30.7,74.7,0
48,30.7,75.7,1
48,30.7,75.2,1
62,30.8,75.5,0
50,30.8,75.7,1
60,30.8,75.8,0
62,30.9,75.4,0
63,30.9,75.7,0
61,30.9,75.5,0
50,30.9,75.4,1
61,30.8,74.8,0
62,29.7,74.4,0
49,30.7,75.1,1
0,30.6,74.9,1
68,30.6,74.9,0
60,30.7,74.8,0
61,30.7,74.5,0
65,30.7,74.4,0
64,30.6,74.6,0
65,30.6,74.7,0
63,30.7,74.7,0
64,30.7,74.8,0
62,30.7,74.8,0
62,30.7,74.9,0
62,30.8,75.1,0
60,30.9,75.3,0
60,31.0,74.4,0
60,31.1,73.9,0
60,30.9,73.9,0
50,30.9,74.1,1
50,30.7,75.3,1
50,30.8,75.1,1
50,30.7,75.6,1
60,30.6,75.6,0
65,31.1,75.3,0
50,31.1,73.1,1
0,35.4,58.2,1
0,31.0,60.8,1
107,31.0,61.2,0
97,31.0,61.2,0
96,31.0,60.6,0
95,31.0,60.6,0
79,31.0,60.4,1
72,31.0,60.6,1
78,31.0,60.7,1
77,31.1,60.9,1
96,31.0,61.1,0
80,30.9,61.7,1
95,30.9,60.4,0
78,30.9,60.7,1
96,30.9,60.5,0
80,30.7,60.8,1
95,30.7,62.2,0
78,30.7,63.2,1
96,30.7,62.6,0
80,30.6,63.0,1
78,30.6,63.1,1
95,30.6,62.4,0
95,30.4,68.0,0
79,30.3,65.2,1
79,30.2,68.5,1
96,30.1,66.0,0
80,30.0,68.0,1
80,29.9,66.8,1
77,29.9,66.6,1
97,29.9,67.8,0
80,29.9,66.7,1
79,29.9,69.0,1
97,29.8,69.6,0
78,29.8,68.7,1
97,29.8,68.1,0
79,29.8,66.6,1
79,29.9,67.3,1
97,29.8,69.1,0
80,29.8,68.4,1
95,29.8,67.3,0
79,29.8,70.5,1
79,29.6,71.9,1
96,29.5,71.4,0
78,29.4,68.5,1
97,29.4,70.7,0
75,29.4,71.5,1
56,29.4,71.7,1
0,29.4,71.8,1
0,29.4,72.3,1
0,29.4,72.4,1
0,29.4,73.0,1
73,29.4,73.0,1
95,29.4,73.4,0
77,29.1,74.9,1
98,29.0,75.1,0
77,28.8,75.2,1
79,28.8,76.2,1
95,28.9,76.0,0
80,28.9,76.1,1
96,29.0,74.6,0
96,29.0,74.4,0
78,28.8,75.9,1
79,28.8,76.6,1
80,28.6,77.5,1
95,28.6,77.2,0
44,30.6,70.2,1
44,30.6,70.7,1
44,30.6,70.5,1
44,30.6,70.3,1
44,30.7,70.6,1
44,30.7,71.1,1
44,30.7,71.1,1
44,30.7,71.4,1
43,30.7,70.2,1
44,30.7,70.2,1
44,30.6,70.0,1
44,30.6,70.1,1
43,30.3,69.0,1
84,30.2,69.4,0
51,30.6,69.5,1
58,31.3,67.0,1
80,31.5,66.5,1
81,31.4,65.5,0
58,31.3,66.4,1
82,31.2,65.6,0
81,31.2,66.2,0
57,31.2,65.0,1
81,31.2,65.5,0
58,31.3,64.0,1
81,31.3,63.7,0
60,31.3,62.7,1
58,31.8,64.7,1
56,31.9,62.2,1
81,32.6,61.3,0
59,33.5,60.2,1
60,33.7,57.9,1
80,33.7,57.9,0
56,33.8,58.5,1
83,34.2,58.3,0
81,34.5,58.0,0
60,34.6,57.5,1
54,34.7,55.8,1
60,34.7,55.1,1
58,34.7,55.2,1
55,34.7,55.2,1
81,34.7,56.4,0
58,34.7,54.3,1
57,34.7,55.8,1
82,34.7,56.2,0
59,34.4,56.1,1
83,34.4,57.2,0
59,34.4,56.7,1
81,34.4,56.9,0
57,34.3,55.7,1
80,34.3,55.7,0
85,34.1,57.7,0
0,30.1,74.1,1
0,30.3,73.5,1
0,30.4,73.1,1
0,30.6,72.7,1
0,30.6,72.5,1
0,30.7,72.4,1
0,30.8,72.5,1
0,30.8,72.1,1
0,30.8,71.7,1
42,30.9,71.9,1
44,30.9,71.9,1
59,30.9,71.8,1
72,31.0,71.8,1
80,31.0,71.2,0
60,31.5,69.7,1
49,31.0,73.5,1
54,31.0,73.5,1
93,31.8,72.8,0
94,31.7,72.6,0
94,31.6,72.9,0
94,31.6,72.9,0
94,31.6,72.9,0
94,31.6,73.0,0
92,31.6,73.1,0
93,31.6,73.2,0
93,31.6,73.2,0
92,31.6,73.3,0
92,31.6,73.4,0
92,31.6,73.7,0
92,31.6,74.0,0
91,31.6,74.1,0
91,31.7,74.0,0
92,31.7,73.3,0
90,31.7,73.7,0
90,31.6,74.0,0
90,31.6,73.9,0
89,31.6,73.8,0
85,31.6,73.6,0
89,31.5,73.4,0
89,31.5,73.4,0
91,31.6,73.4,0
81,31.6,73.6,0
88,31.6,73.7,0
88,31.6,73.9,0
81,31.5,73.7,0
89,31.5,73.8,0
90,31.6,73.9,0
85,31.5,73.8,0
91,31.6,74.0,0
86,31.6,74.0,0
85,31.6,74.0,0
80,31.6,74.1,0
84,31.6,74.0,0
84,31.6,74.1,0
84,31.6,74.1,0
84,31.7,74.1,0
83,31.7,74.7,0
82,31.7,75.0,0
82,31.7,74.7,0
143,30.3,78.7,0
130,30.6,78.2,0
128,30.7,77.6,0
189,30.8,77.2,0
165,30.9,76.9,0
162,30.9,76.2,0
163,30.9,75.8,0
139,31.0,76.1,0
137,31.0,76.2,0
93,31.1,75.3,0
92,31.1,75.2,0
91,31.1,75.3,0
98,31.1,75.5,0
95,31.1,75.4,0
94,31.2,75.6,0
0,31.1,75.6,1
81,31.1,75.5,0
0,31.2,75.5,1
84,31.2,75.5,0
82,31.2,75.5,0
81,31.2,75.5,0
83,31.2,75.6,0
0,31.2,75.5,1
94,31.2,75.3,0
94,31.2,75.3,0
93,31.2,74.9,0
97,31.2,74.8,0
95,31.1,74.8,0
94,31.1,74.9,0
82,31.1,75.2,0
60,31.2,74.4,1
58,31.4,74.4,1
57,31.5,73.4,1
67,31.5,74.0,1
3,31.2,75.6,1
5,31.2,75.6,1
7,31.2,75.6,1
9,31.2,75.6,1
11,31.2,75.6,1
13,31.2,75.6,1
15,31.2,75.6,1
17,31.2,75.6,1
19,31.2,75.6,1
21,31.2,75.6,1
23,31.2,75.6,1
25,31.2,75.6,1
27,31.2,75.6,1
29,31.2,75.6,1
31,31.2,75.6,1
33,31.2,75.6,1
23,31.2,75.6,1
13,31.2,75.6,1
14,31.2,75.6,1
15,31.2,75.6,1
16,31.2,75.6,1
17,31.2,75.6,1
18,31.2,75.6,1
19,31.2,75.6,1
20,31.2,75.6,1
21,31.2,75.6,1
22,31.2,75.6,1
23,31.2,75.6,1
24,1.0,1.0,1
25,31.9,71.8,1
83,34.2,62.1,0
84,35.2,62.8,0
77,35.2,62.8,1
84,35.2,60.3,0
80,34.8,60.0,0
87,34.9,60.2,0
85,34.9,61.4,0
103,1.0,1.0,0
97,34.6,62.1,0
0,34.7,63.1,1
2,34.7,63.1,1
44,35.2,61.8,1
87,35.5,60.6,0
55,35.5,60.6,1
146,35.2,60.0,0
138,35.2,59.9,0
131,35.2,59.9,0
114,34.9,60.4,0
104,34.8,60.7,0
104,34.7,60.4,0
102,34.7,60.8,0
103,34.7,60.8,0
92,1.0,1.0,0
97,1.0,1.0,0
94,34.5,61.5,0
88,34.5,61.7,0
84,34.5,61.7,0
86,34.9,60.8,0
84,34.6,61.4,0
87,34.5,61.7,0
87,34.5,61.2,0
87,34.8,61.7,0
86,34.8,58.5,0
89,34.5,58.2,0
88,34.6,58.8,0
91,34.6,60.1,0
90,34.5,60.6,0
91,34.5,59.6,0
92,34.5,59.5,0
94,34.5,60.1,0
95,34.6,60.4,0
93,34.5,60.9,0
96,34.6,61.1,0
98,34.5,60.6,0
97,34.6,60.5,0
98,34.6,61.3,0
98,34.6,61.1,0
97,34.7,60.5,0
99,34.7,59.0,0
100,34.7,60.5,0
100,34.7,60.6,0
102,34.6,58.9,0
100,34.6,59.7,0
103,34.6,61.0,0
103,34.7,60.2,0
100,34.7,60.7,0
103,34.5,59.4,0
103,34.5,58.7,0
104,34.6,60.0,0
102,34.5,60.3,0
100,34.6,61.4,0
105,34.7,61.3,0
104,34.7,60.5,0
103,34.7,59.0,0
105,34.7,58.8,0
102,34.7,59.4,0
103,34.7,60.9,0
103,34.7,61.8,0
104,34.7,61.7,0
105,34.8,61.4,0
102,34.8,61.4,0
107,34.8,60.9,0
104,34.6,59.9,0
105,34.6,58.5,0
107,34.6,59.5,0
2,1.0,1.0,1
3,28.4,82.1,1
4,28.6,81.3,1
5,28.7,81.0,1
6,28.8,80.6,1
7,28.9,80.3,1
8,29.0,80.1,1
9,29.0,79.9,1
10,1.0,1.0,1
11,34.0,63.4,1
12,33.9,63.6,1
13,33.8,63.8,1
14,33.7,64.1,1
15,33.7,64.2,1
16,33.6,64.4,1
17,33.5,64.9,1
18,33.4,65.1,1
19,33.4,65.3,1
20,33.3,65.9,1
21,33.2,66.0,1
22,33.1,65.8,1
23,33.1,65.5,1
24,33.0,66.1,1
25,33.0,66.5,1
26,32.9,66.7,1
22,32.8,66.9,1
23,32.8,67.2,1
24,32.7,67.2,1
25,32.7,67.4,1
26,32.6,67.7,1
27,32.6,68.0,1
28,32.6,68.2,1
29,32.5,68.4,1
30,32.5,68.6,1
31,32.5,68.7,1
32,32.4,68.8,1
33,32.4,68.8,1
34,32.4,68.9,1
35,32.4,68.9,1
36,32.4,68.9,1
37,32.4,68.9,1
38,32.4,68.9,1
39,32.4,68.9,1
40,32.4,68.7,1
41,33.5,68.7,1
42,33.5,67.2,1
43,33.6,66.4,1
44,33.9,65.8,1
45,33.9,65.6,1
46,33.9,65.6,1
47,33.9,65.6,1
48,34.4,65.6,1
49,34.4,63.8,1
50,34.4,63.8,1
51,34.6,63.6,1
52,34.6,63.6,1
53,34.6,63.6,1
54,34.5,63.2,1
55,34.5,63.2,1
56,34.5,63.2,1
57,1.0,1.0,1
58,33.4,66.5,1
87,36.4,59.0,0
0,34.5,58.1,1
0,34.5,61.4,1
99,34.5,61.0,0
84,34.5,61.5,0
80,34.5,60.4,0
82,34.5,61.3,0
80,34.5,61.8,0
81,34.5,61.3,0
79,34.4,61.2,1
79,34.4,61.5,1
78,34.4,62.8,1
97,34.5,63.0,0
97,34.6,63.1,0
97,34.6,63.3,0
96,34.7,63.2,0
89,34.6,62.3,0
101,34.5,59.4,0
97,34.4,58.0,0
97,34.2,57.5,0
95,34.1,58.3,0
99,34.1,58.7,0
97,34.0,59.1,0
96,34.0,59.3,0
96,33.9,59.3,0
101,34.0,59.7,0
97,34.0,60.2,0
99,33.9,62.0,0
98,33.9,62.2,0
96,33.9,62.7,0
99,33.9,61.9,0
99,33.8,61.8,0
96,33.8,62.8,0
99,33.9,63.4,0
98,33.9,63.2,0
96,33.9,63.4,0
96,34.0,63.8,0
96,34.0,63.3,0
95,34.0,60.7,0
95,34.0,60.1,0
95,34.0,60.4,0
95,34.0,60.5,0
95,34.0,61.1,0
95,34.0,61.3,0
95,34.1,61.7,0
95,34.1,61.9,0
